CATÁLOGO DE 2.000 TÉCNICAS Y METODOLOGÍAS
PARTE 3 — ENTRADAS 1351 A 2000
Formato: TIPO, SECTOR, ENFOQUE > NÚMERO > NOMBRE > DESCRIPCIÓN
Nota: las entradas marcadas como APLICACIÓN METODOLÓGICA son adaptaciones sectoriales explícitas, no métodos canónicos nuevos.

MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1351 > Demostración directa > Deriva la conclusión desde axiomas y definiciones.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1659 > Holt Method > Modela nivel y tendencia.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1660 > Holt-Winters > Añade estacionalidad.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1661 > State Space Modeling > Modela estados latentes.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1662 > Vector Autoregression > Modela varias series conjuntamente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1663 > Cointegration > Identifica equilibrio de largo plazo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1664 > Error Correction Model > Une corto y largo plazo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1665 > Granger Causality > Evalúa poder predictivo temporal.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1666 > Spectral Analysis > Estudia frecuencias.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1667 > Periodogram > Estima densidad espectral.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1668 > Lomb-Scargle > Detecta periodicidad irregular.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1669 > Change Point Detection > Localiza cambios de régimen.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1670 > CUSUM Change Detection > Acumula desviaciones.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1671 > Bayesian Change Point > Infere cambios probabilísticamente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1672 > Dynamic Time Warping > Alinea secuencias temporalmente.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1673 > Levenshtein Distance > Cuenta ediciones mínimas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1674 > Jaccard Similarity > Compara conjuntos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1675 > Cosine Similarity > Compara ángulos vectoriales.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1676 > Mahalanobis Distance > Considera covarianza.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1677 > Earth Mover Distance > Mide coste de transformar distribuciones.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1678 > Optimal Transport > Transporta masa con coste mínimo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1679 > Sinkhorn Algorithm > Regulariza transporte óptimo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1680 > Kernel Density Estimation > Estima densidad suavizada.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1681 > Spline Interpolation > Interpola por tramos suaves.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1682 > Cubic Spline > Usa polinomios cúbicos.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1683 > B-Spline > Usa bases locales.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1684 > NURBS > Representa curvas racionales.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1685 > Bezier Curve > Usa puntos de control.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1686 > Lagrange Interpolation > Construye un polinomio interpolante.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1687 > Newton Interpolation > Usa diferencias divididas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1688 > Hermite Interpolation > Interpola valores y derivadas.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1689 > Padé Approximation > Aproxima con cocientes de polinomios.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1690 > Chebyshev Approximation > Minimiza error máximo.
MÉTODO, MATEMÁTICAS Y OPTIMIZACIÓN, DEMOSTRACIÓN, CÁLCULO Y MODELADO > 1691 > Remez Algorithm > Calcula aproximaciones minimax.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1692 > V-Model de ingeniería de sistemas > Relaciona requisitos con integración y verificación.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1693 > Model-Based Systems Engineering > Usa modelos como fuente central.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1694 > Requirements Engineering > Elicita, especifica y valida requisitos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1695 > Functional Decomposition > Divide funciones en subfunciones.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1696 > N2 Diagram > Representa interfaces entre componentes.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1697 > IDEF0 > Modela funciones con entradas y controles.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1698 > IDEF3 > Modela secuencias de procesos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1699 > Functional Flow Block Diagram > Representa secuencias funcionales.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1700 > Data Flow Diagram > Representa procesos y flujos de datos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1701 > State Machine Modeling > Describe estados y transiciones.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1702 > Petri Net > Modela concurrencia y recursos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1703 > SysML > Modela estructura y comportamiento de sistemas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1704 > UML > Representa software con diagramas estandarizados.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1705 > BPMN > Modela procesos de negocio.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1706 > Discrete Event Simulation > Simula cambios causados por eventos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1707 > Agent-Based Modeling > Simula agentes autónomos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1708 > Digital Twin > Mantiene una representación digital conectada.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1709 > Hardware-in-the-Loop > Prueba hardware contra una planta simulada.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1710 > Software-in-the-Loop > Prueba software dentro de simulación.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1711 > Model-in-the-Loop > Valida algoritmos a nivel de modelo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1712 > Operational Research > Aplica modelos cuantitativos a decisiones.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1713 > Queueing Theory > Modela llegadas, servicio y espera.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1714 > Little's Law > Relaciona inventario, tasa y tiempo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1715 > Network Flow Optimization > Optimiza movimientos en redes.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1716 > Transportation Problem > Minimiza coste de envío.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1717 > Assignment Problem > Asigna recursos a tareas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1718 > Vehicle Routing Problem > Diseña rutas de flotas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1719 > Traveling Salesman Problem > Busca el ciclo mínimo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1720 > Capacitated Vehicle Routing > Añade límites de capacidad.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1721 > Vehicle Routing with Time Windows > Añade ventanas horarias.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1722 > Pickup and Delivery Problem > Coordina recogidas y entregas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1723 > Facility Location > Selecciona ubicaciones óptimas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1724 > P-Median Problem > Minimiza distancia ponderada.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1725 > P-Center Problem > Minimiza máxima distancia.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1726 > Set Covering > Cubre requisitos con pocos recursos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1727 > Maximum Coverage > Maximiza cobertura limitada.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1728 > Knapsack Optimization > Selecciona valor bajo capacidad.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1729 > Bin Packing > Minimiza contenedores.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1730 > Cutting Stock > Minimiza desperdicio de corte.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1731 > Job Shop Scheduling > Programa operaciones con rutas distintas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1732 > Flow Shop Scheduling > Programa un orden común de máquinas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1733 > Open Shop Scheduling > Programa sin orden fijo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1734 > Single-Machine Scheduling > Optimiza una sola máquina.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1735 > Parallel-Machine Scheduling > Distribuye entre máquinas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1736 > Resource-Constrained Scheduling > Programa con recursos limitados.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1737 > Critical Path Method > Calcula la secuencia que fija la duración.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1738 > PERT > Usa tiempos optimista, probable y pesimista.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1739 > Earned Value Management > Integra alcance, coste y calendario.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1740 > Line of Balance > Controla trabajo repetitivo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1741 > Last Planner System > Mejora fiabilidad de planificación.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1742 > Demand Forecasting > Predice demanda futura.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1743 > Moving Average Forecast > Suaviza datos recientes.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1744 > Croston Method > Pronostica demanda intermitente.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1745 > Syntetos-Boylan Approximation > Corrige sesgo de Croston.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1746 > Sales and Operations Planning > Alinea demanda y suministro.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1747 > Integrated Business Planning > Integra estrategia y finanzas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1748 > Material Requirements Planning > Calcula necesidades dependientes.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1749 > Distribution Requirements Planning > Planifica reposición en red.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1750 > Economic Order Quantity > Equilibra pedido y almacenamiento.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1751 > Reorder Point > Activa reposición en un umbral.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1752 > Safety Stock > Protege frente a incertidumbre.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1753 > Base-Stock Policy > Repone hasta un objetivo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1754 > Min-Max Policy > Repone entre mínimo y máximo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1755 > ABC Inventory Analysis > Clasifica por valor.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1756 > XYZ Inventory Analysis > Clasifica por variabilidad.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1757 > FSN Analysis > Clasifica por velocidad de movimiento.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1758 > VED Analysis > Clasifica por criticidad.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1759 > Multi-Echelon Inventory Optimization > Optimiza inventario multinivel.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1760 > Vendor-Managed Inventory > El proveedor gestiona reposición.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1761 > CPFR > Comparte planificación y pronóstico.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1762 > Bullwhip Analysis > Estudia amplificación de variabilidad.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1763 > Supply Chain Network Design > Diseña instalaciones y flujos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1764 > Postponement Strategy > Retrasa diferenciación del producto.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1765 > Risk Pooling > Agrega incertidumbre.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1766 > Cross-Docking > Transfiere con almacenamiento mínimo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1767 > Slotting Optimization > Asigna ubicaciones de almacén.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1768 > Wave Picking > Agrupa pedidos en oleadas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1769 > Batch Picking > Recoge varios pedidos juntos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1770 > Zone Picking > Divide preparación por zonas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1771 > Pick-to-Light > Guía recogida con luces.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1772 > Reliability Block Diagram > Modela fiabilidad serie y paralelo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1773 > Fault Tree Quantification > Calcula probabilidad del evento superior.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1774 > Event Tree Quantification > Calcula escenarios de consecuencia.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1775 > Markov Reliability Model > Modela estados de funcionamiento y fallo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1776 > Accelerated Life Testing > Infiere vida con estrés elevado.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1777 > HALT > Descubre márgenes y debilidades.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1778 > HASS > Criba defectos con estrés.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1779 > MTBF > Estima tiempo medio entre fallos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1780 > MTTF > Estima tiempo medio hasta fallo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1781 > MTTR > Estima tiempo medio de reparación.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1782 > Availability Analysis > Combina fiabilidad y mantenibilidad.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1783 > Maintainability Analysis > Evalúa facilidad de restauración.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1784 > Spare Parts Optimization > Dimensiona repuestos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1785 > Reliability Growth Testing > Mide mejora durante pruebas.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1786 > Duane Model > Modela crecimiento de fiabilidad.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1787 > Crow-AMSAA > Modela fallos en sistemas reparables.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1788 > Stress-Strength Interference > Compara distribuciones de carga y resistencia.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1789 > Human Reliability Analysis > Estima error humano.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1790 > THERP > Cuantifica errores mediante árboles.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1791 > HEART > Usa tareas genéricas y condiciones de error.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1792 > Barrier Health Monitoring > Supervisa controles críticos.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1793 > ALARP > Reduce riesgo tanto como sea razonable.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1794 > Risk Matrix > Cruza probabilidad y consecuencia.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1795 > Expected Monetary Value > Pondera resultados por probabilidad.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1796 > Decision Tree Analysis > Representa decisiones e incertidumbre.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1797 > Influence Diagram > Resume decisiones y utilidades.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1798 > Multi-Criteria Decision Analysis > Compara con varios criterios.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1799 > Analytic Hierarchy Process > Usa comparaciones por pares.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1800 > Analytic Network Process > Incluye dependencias entre criterios.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1801 > TOPSIS > Mide cercanía a una solución ideal.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1802 > ELECTRE > Usa relaciones de sobreclasificación.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1803 > PROMETHEE > Ordena por preferencias.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1804 > VIKOR > Busca una solución de compromiso.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1805 > MAUT > Modela utilidad multiatributo.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1806 > Swing Weighting > Asigna pesos por valor de mejora.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1807 > Value of Information > Cuantifica beneficio de reducir incertidumbre.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1808 > EVPI > Valora información perfecta.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1809 > EVSI > Valora información muestral.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1810 > Bayesian Decision Analysis > Combina posterior y utilidad.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1811 > Real Options Analysis > Valora flexibilidad futura.
METODOLOGÍA, SISTEMAS, OPERACIONES Y RIESGO, DECISIÓN, FIABILIDAD Y LOGÍSTICA > 1812 > Robust Decision Making > Busca opciones robustas en muchos futuros.
