CATÁLOGO DE 2.000 TÉCNICAS Y METODOLOGÍAS
PARTE 2 — ENTRADAS 701 A 1350
Formato: TIPO, SECTOR, ENFOQUE > NÚMERO > NOMBRE > DESCRIPCIÓN
Nota: las entradas marcadas como APLICACIÓN METODOLÓGICA son adaptaciones sectoriales explícitas, no métodos canónicos nuevos.

TÉCNICA EXPERIMENTAL, FÍSICA, QUÍMICA Y MATERIALES, MEDICIÓN Y CARACTERIZACIÓN > 701 > Espectroscopía de absorción > Mide atenuación de radiación para identificar transiciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1000 > Denormalization > Añade redundancia controlada.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1001 > Star Schema > Organiza hechos y dimensiones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1002 > Snowflake Schema > Normaliza dimensiones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1003 > Data Vault > Modela historia mediante hubs y enlaces.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1004 > Change Data Capture > Detecta y transmite modificaciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1005 > Lambda Architecture > Combina batch y tiempo real.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1006 > Kappa Architecture > Procesa datos como flujos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1007 > Medallion Architecture > Refina datos en capas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1008 > Data Mesh > Distribuye responsabilidad por dominios.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1009 > Data Fabric > Integra datos con metadatos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1010 > ETL > Extrae, transforma y carga.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1011 > ELT > Carga antes de transformar.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1012 > Data Lineage > Rastrea origen y transformaciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1013 > Data Profiling > Analiza estructura y calidad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1014 > Data Cleansing > Corrige y estandariza datos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1015 > Entity Resolution > Identifica registros de la misma entidad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1016 > Master Data Management > Gobierna datos maestros.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1017 > Feature Engineering > Crea variables útiles.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1018 > Feature Selection > Selecciona variables relevantes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1019 > One-Hot Encoding > Representa categorías con indicadores.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1020 > Target Encoding > Codifica categorías con estadísticas del objetivo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1021 > Standardization > Centra y escala variables.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1022 > Robust Scaling > Escala con mediana e intervalo intercuartílico.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1023 > Multiple Imputation > Refleja incertidumbre de datos ausentes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1024 > Isolation Forest > Detecta anomalías por aislamiento.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1025 > Local Outlier Factor > Compara densidad local.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1026 > One-Class SVM > Aprende una frontera de normalidad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1027 > Supervised Learning > Aprende desde etiquetas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1028 > Unsupervised Learning > Descubre estructura sin etiquetas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1029 > Semi-Supervised Learning > Combina pocos datos etiquetados y muchos no.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1030 > Self-Supervised Learning > Crea objetivos desde los propios datos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1031 > Reinforcement Learning > Aprende políticas mediante recompensa.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1032 > Offline Reinforcement Learning > Aprende desde datos históricos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1033 > Inverse Reinforcement Learning > Infere recompensas desde demostraciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1034 > Imitation Learning > Aprende comportamiento de expertos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1035 > Active Learning > Selecciona ejemplos informativos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1036 > Curriculum Learning > Ordena ejemplos por dificultad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1037 > Transfer Learning > Reutiliza representaciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1038 > Domain Adaptation > Ajusta entre distribuciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1039 > Multi-Task Learning > Aprende tareas relacionadas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1040 > Meta-Learning > Aprende a adaptarse.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1041 > Federated Learning > Entrena sin centralizar datos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1042 > Continual Learning > Aprende reduciendo olvido.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1043 > Online Learning > Actualiza con datos entrantes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1044 > Ensemble Learning > Combina varios modelos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1045 > Bagging > Promedia modelos sobre remuestras.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1046 > Random Forest > Combina árboles aleatorios.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1047 > Boosting > Corrige errores secuencialmente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1048 > AdaBoost > Repondera ejemplos difíciles.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1049 > Gradient Boosting > Ajusta modelos a gradientes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1050 > XGBoost > Implementa boosting regularizado.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1051 > LightGBM > Usa histogramas y crecimiento por hojas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1052 > CatBoost > Maneja categorías eficazmente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1053 > Stacking > Entrena un metamodelo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1054 > Linear Regression > Predice mediante combinación lineal.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1055 > Decision Tree > Divide el espacio con reglas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1056 > Support Vector Machine > Maximiza margen entre clases.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1057 > K-Nearest Neighbors > Usa vecinos cercanos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1058 > Naive Bayes > Aplica Bayes con independencia condicional.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1059 > Gaussian Process > Define una distribución sobre funciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1060 > Neural Network > Aprende transformaciones no lineales.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1061 > Convolutional Neural Network > Explota estructura local.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1062 > Recurrent Neural Network > Mantiene estado secuencial.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1063 > LSTM > Controla memoria con puertas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1064 > GRU > Simplifica memoria recurrente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1065 > Transformer > Modela relaciones mediante atención.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1066 > Self-Attention > Pondera elementos de una secuencia.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1067 > Cross-Attention > Relaciona dos secuencias.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1068 > Vision Transformer > Aplica atención a parches.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1069 > Graph Neural Network > Propaga información en grafos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1070 > Graph Convolutional Network > Agrega vecindarios.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1071 > Graph Attention Network > Pondera vecinos con atención.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1072 > Autoencoder > Aprende representación reconstruyendo entrada.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1073 > Variational Autoencoder > Aprende espacio latente probabilístico.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1074 > GAN > Entrena generador y discriminador.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1075 > Diffusion Model > Genera invirtiendo un proceso de ruido.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1076 > Normalizing Flow > Usa transformaciones invertibles.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1077 > Contrastive Learning > Acerca positivos y separa negativos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1078 > Knowledge Distillation > Transfiere un modelo grande a uno menor.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1079 > Quantization > Reduce precisión numérica.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1080 > Pruning > Elimina pesos poco importantes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1081 > Low-Rank Adaptation > Ajusta matrices de bajo rango.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1082 > Prompt Tuning > Aprende vectores de prompt.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1083 > Retrieval-Augmented Generation > Combina recuperación y generación.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1084 > Tool-Augmented Generation > Permite usar herramientas externas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1085 > Mixture of Experts > Activa expertos especializados.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1086 > Sparse Attention > Reduce pares de atención.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1087 > Beam Search > Mantiene mejores secuencias parciales.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1088 > Top-k Sampling > Muestrea entre k tokens.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1089 > Nucleus Sampling > Muestrea por masa acumulada.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1090 > Temperature Scaling > Ajusta concentración de probabilidades.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1091 > Label Smoothing > Reduce sobreconfianza.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1092 > Dropout > Desactiva unidades aleatoriamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1093 > Batch Normalization > Normaliza activaciones por lote.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1094 > Layer Normalization > Normaliza características por ejemplo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1095 > Weight Decay > Penaliza pesos grandes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1096 > Early Stopping > Detiene al dejar de mejorar.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1097 > Learning Rate Scheduling > Modifica la tasa de aprendizaje.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1098 > Gradient Clipping > Limita gradientes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1099 > Mixed Precision Training > Combina precisiones numéricas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1100 > Data Augmentation > Genera variaciones de ejemplos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1101 > Mixup > Combina ejemplos y etiquetas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1102 > CutMix > Mezcla regiones de imágenes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1103 > Adversarial Training > Entrena con perturbaciones adversarias.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1104 > FGSM > Genera perturbaciones con el signo del gradiente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1105 > Projected Gradient Descent Attack > Genera ejemplos adversariales mediante pasos iterativos de gradiente proyectados dentro de un límite de perturbación.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1106 > Model Calibration > Alinea probabilidades con frecuencias.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1107 > Platt Scaling > Calibra mediante regresión logística.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1108 > Isotonic Calibration > Calibra con función monótona.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1109 > Confusion Matrix > Resume aciertos y errores.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1110 > ROC Analysis > Evalúa sensibilidad frente a falsos positivos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1111 > Precision-Recall Analysis > Evalúa precisión y exhaustividad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1112 > Brier Score > Mide error de probabilidades.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1113 > SHAP > Atribuye predicciones a variables.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1114 > LIME > Aproxima localmente un modelo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1115 > Permutation Importance > Mide pérdida al permutar variables.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1116 > Partial Dependence > Muestra efecto promedio de variables.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1117 > Counterfactual Explanation > Busca cambios que alteran una predicción.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1118 > Model Card > Documenta propósito, métricas y límites.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1119 > Datasheet for Datasets > Documenta origen y limitaciones de datos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1120 > Experiment Tracking > Registra parámetros y métricas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1121 > Model Registry > Gestiona versiones de modelos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1122 > Data Drift Detection > Detecta cambios de distribución.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1123 > Concept Drift Detection > Detecta cambios en la relación entrada-objetivo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1124 > Shadow Deployment > Ejecuta una versión en paralelo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1125 > Canary Deployment > Expone gradualmente una versión.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1126 > Blue-Green Deployment > Alterna dos entornos completos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1127 > Feature Flags > Activa funcionalidad selectivamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1128 > A/B Testing > Compara variantes aleatoriamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1129 > Multi-Armed Bandit > Asigna tráfico adaptativamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1130 > Unit Testing > Verifica componentes pequeños.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1131 > Integration Testing > Verifica interacción entre componentes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1132 > System Testing > Evalúa el sistema completo.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1133 > Acceptance Testing > Comprueba criterios del usuario.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1134 > Regression Testing > Detecta roturas por cambios.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1135 > Smoke Testing > Comprueba funciones críticas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1136 > End-to-End Testing > Simula flujos completos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1137 > Contract Testing > Verifica acuerdos entre servicios.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1138 > Property-Based Testing > Genera casos para comprobar invariantes.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1139 > Fuzz Testing > Introduce entradas mutadas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1140 > Mutation Testing > Modifica código para medir potencia de pruebas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1141 > Differential Testing > Compara implementaciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1142 > Metamorphic Testing > Comprueba relaciones entre ejecuciones.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1143 > Snapshot Testing > Compara salidas estructuradas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1144 > Performance Testing > Mide tiempo y recursos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1145 > Load Testing > Evalúa carga esperada.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1146 > Stress Testing > Busca límites de capacidad.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1147 > Soak Testing > Mantiene carga prolongada.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1148 > Chaos Testing > Introduce fallos deliberados.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1149 > Static Analysis > Inspecciona sin ejecutar.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1150 > Dynamic Analysis > Observa durante ejecución.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1151 > Symbolic Execution > Explora caminos con valores simbólicos.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1152 > Concolic Testing > Combina ejecución concreta y simbólica.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1153 > Model Checking > Explora estados formalmente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1154 > Theorem Proving > Demuestra propiedades lógicas.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1155 > Abstract Interpretation > Aproxima comportamientos posibles.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1156 > Formal Specification > Describe requisitos matemáticamente.
TÉCNICA, COMPUTACIÓN, SOFTWARE E IA, ALGORITMOS, ARQUITECTURA Y SEGURIDAD > 1157 > Design by Contract > Define precondiciones e invariantes.
